"ÈÕÆÚ","Æ·ÖÖ","½»ÊÕÁ¿","µ¥Î»"
"2016-06-02","îÜ","1.25","¶Ö"
"2016-06-02","î÷","0.0","¹«½ï"
"2016-06-01","µç½âÄø","0.0","¶Ö"
"2016-06-01","Îý","0.0","¶Ö"
"2016-06-01","îÜ","2.0","¶Ö"
"2016-06-01","î÷","0.0","¹«½ï"
"2016-05-26","µç½âÄø","1786.0","¶Ö"
"2016-05-26","Îý","0.0","¶Ö"
"2016-05-26","îÜ","0.0","¶Ö"
"2016-05-26","î÷","0.0","¹«½ï"
"2016-05-25","µç½âÄø","255.0","¶Ö"
"2016-05-25","Îý","0.0","¶Ö"
"2016-05-25","îÜ","1.0","¶Ö"
"2016-05-25","î÷","0.0","¹«½ï"
"2016-05-24","µç½âÄø","247.0","¶Ö"
"2016-05-24","Îý","0.0","¶Ö"
"2016-05-24","îÜ","0.0","¶Ö"
"2016-05-24","î÷","0.0","¹«½ï"
"2016-05-20","µç½âÄø","150.0","¶Ö"
"2016-05-20","Îý","0.0","¶Ö"
"2016-05-20","îÜ","1.0","¶Ö"
"2016-05-20","î÷","0.0","¹«½ï"
"2016-05-19","µç½âÄø","0.0","¶Ö"
"2016-05-19","Îý","0.0","¶Ö"
"2016-05-19","îÜ","2.0","¶Ö"
"2016-05-19","î÷","0.0","¹«½ï"
"2016-05-18","²»Ðâ¸Ö","114.0","¶Ö"
"2016-05-17","µç½âÄø","9.0","¶Ö"
"2016-05-17","Îý","0.0","¶Ö"
"2016-05-17","îÜ","0.5","¶Ö"
"2016-05-17","î÷","0.0","¹«½ï"
"2016-05-17","²»Ðâ¸Ö","334.0","¶Ö"
"2016-05-16","µç½âÄø","0.0","¶Ö"
"2016-05-16","Îý","0.0","¶Ö"
"2016-05-16","îÜ","0.5","¶Ö"
"2016-05-16","î÷","0.0","¹«½ï"
"2016-05-16","²»Ðâ¸Ö","66.0","¶Ö"
"2016-05-13","µç½âÄø","0.0","¶Ö"
"2016-05-13","Îý","0.0","¶Ö"
"2016-05-13","îÜ","2.0","¶Ö"
"2016-05-13","î÷","0.0","¹«½ï"
"2016-05-13","²»Ðâ¸Ö","12.0","¶Ö"
"2016-05-12","²»Ðâ¸Ö","40.0","¶Ö"
"2016-05-11","µç½âÄø","50.0","¶Ö"
"2016-05-11","Îý","0.0","¶Ö"
"2016-05-11","îÜ","0.0","¶Ö"
"2016-05-11","î÷","8.1","¹«½ï"
"2016-05-11","²»Ðâ¸Ö","41.0","¶Ö"
"2016-05-10","µç½âÄø","0.0","¶Ö"
"2016-05-10","Îý","0.0","¶Ö"
"2016-05-10","îÜ","0.0","¶Ö"
"2016-05-10","î÷","2.0","¹«½ï"
"2016-05-10","²»Ðâ¸Ö","140.0","¶Ö"
"2016-05-09","µç½âÄø","0.0","¶Ö"
"2016-05-09","Îý","0.0","¶Ö"
"2016-05-09","îÜ","2.0","¶Ö"
"2016-05-09","î÷","0.0","¹«½ï"
"2016-05-06","²»Ðâ¸Ö","56.0","¶Ö"
"2016-05-05","²»Ðâ¸Ö","9.0","¶Ö"
"2016-05-04","µç½âÄø","15.0","¶Ö"
"2016-05-04","Îý","0.0","¶Ö"
"2016-05-04","îÜ","0.0","¶Ö"
"2016-05-04","î÷","0.0","¹«½ï"
"2016-05-04","²»Ðâ¸Ö","25.0","¶Ö"
"2016-04-29","µç½âÄø","0.0","¶Ö"
"2016-04-29","Îý","0.0","¶Ö"
"2016-04-29","îÜ","1.0","¶Ö"
"2016-04-29","î÷","0.0","¹«½ï"
"2016-04-28","µç½âÄø","299.0","¶Ö"
"2016-04-28","Îý","0.0","¶Ö"
"2016-04-28","îÜ","0.0","¶Ö"
"2016-04-28","î÷","0.0","¹«½ï"
"2016-04-27","µç½âÄø","210.0","¶Ö"
"2016-04-27","Îý","0.0","¶Ö"
"2016-04-27","îÜ","0.0","¶Ö"
"2016-04-27","î÷","0.0","¹«½ï"
"2016-04-27","²»Ðâ¸Ö","237.0","¶Ö"
"2016-04-26","µç½âÄø","689.0","¶Ö"
"2016-04-26","Îý","0.0","¶Ö"
"2016-04-26","îÜ","0.0","¶Ö"
"2016-04-26","î÷","0.0","¹«½ï"
"2016-04-26","²»Ðâ¸Ö","16.0","¶Ö"
"2016-04-25","µç½âÄø","0.0","¶Ö"
"2016-04-25","Îý","0.0","¶Ö"
"2016-04-25","îÜ","0.5","¶Ö"
"2016-04-25","î÷","0.0","¹«½ï"
"2016-04-22","µç½âÄø","120.0","¶Ö"
"2016-04-22","Îý","0.0","¶Ö"
"2016-04-22","îÜ","0.0","¶Ö"
"2016-04-22","î÷","0.0","¹«½ï"
"2016-04-20","µç½âÄø","0.0","¶Ö"
"2016-04-20","Îý","0.0","¶Ö"
"2016-04-20","îÜ","1.5","¶Ö"
"2016-04-20","î÷","0.0","¹«½ï"
"2016-04-19","µç½âÄø","21.0","¶Ö"
"2016-04-19","Îý","0.0","¶Ö"
"2016-04-19","îÜ","0.0","¶Ö"
"2016-04-19","î÷","0.0","¹«½ï"
"2016-04-19","²»Ðâ¸Ö","9.0","¶Ö"
"2016-04-18","µç½âÄø","60.0","¶Ö"
"2016-04-18","Îý","0.0","¶Ö"
"2016-04-18","îÜ","0.0","¶Ö"
"2016-04-18","î÷","0.0","¹«½ï"
"2016-04-18","²»Ðâ¸Ö","327.0","¶Ö"
"2016-04-15","µç½âÄø","69.0","¶Ö"
"2016-04-15","Îý","0.0","¶Ö"
"2016-04-15","îÜ","1.0","¶Ö"
"2016-04-15","î÷","0.0","¹«½ï"
"2016-04-14","µç½âÄø","226.0","¶Ö"
"2016-04-14","Îý","0.0","¶Ö"
"2016-04-14","îÜ","0.0","¶Ö"
"2016-04-14","î÷","0.0","¹«½ï"
"2016-04-13","µç½âÄø","113.0","¶Ö"
"2016-04-13","Îý","0.0","¶Ö"
"2016-04-13","îÜ","0.0","¶Ö"
"2016-04-13","î÷","0.0","¹«½ï"
"2016-04-13","²»Ðâ¸Ö","10.0","¶Ö"
"2016-04-12","²»Ðâ¸Ö","10.0","¶Ö"
"2016-04-11","µç½âÄø","119.0","¶Ö"
"2016-04-11","Îý","0.0","¶Ö"
"2016-04-11","îÜ","0.5","¶Ö"
"2016-04-11","î÷","0.0","¹«½ï"
"2016-04-08","µç½âÄø","301.0","¶Ö"
"2016-04-08","Îý","0.0","¶Ö"
"2016-04-08","îÜ","0.0","¶Ö"
"2016-04-08","î÷","0.0","¹«½ï"
"2016-04-07","²»Ðâ¸Ö","20.0","¶Ö"
"2016-04-05","µç½âÄø","15.0","¶Ö"
"2016-04-05","Îý","0.0","¶Ö"
"2016-04-05","îÜ","0.0","¶Ö"
"2016-04-05","î÷","0.0","¹«½ï"
"2016-04-05","²»Ðâ¸Ö","10.0","¶Ö"
"2016-04-01","µç½âÄø","120.0","¶Ö"
"2016-04-01","Îý","0.0","¶Ö"
"2016-04-01","îÜ","0.0","¶Ö"
"2016-04-01","î÷","0.0","¹«½ï"
"2016-04-01","²»Ðâ¸Ö","20.0","¶Ö"
"2016-03-31","µç½âÄø","89.0","¶Ö"
"2016-03-31","Îý","0.0","¶Ö"
"2016-03-31","îÜ","0.0","¶Ö"
"2016-03-31","î÷","0.0","¹«½ï"
"2016-03-30","µç½âÄø","89.0","¶Ö"
"2016-03-30","Îý","0.0","¶Ö"
"2016-03-30","îÜ","0.0","¶Ö"
"2016-03-30","î÷","0.0","¹«½ï"
"2016-03-29","µç½âÄø","0.0","¶Ö"
"2016-03-29","Îý","0.0","¶Ö"
"2016-03-29","îÜ","0.5","¶Ö"
"2016-03-29","î÷","0.0","¹«½ï"
"2016-03-28","µç½âÄø","1320.23","¶Ö"
"2016-03-28","Îý","0.0","¶Ö"
"2016-03-28","îÜ","0.0","¶Ö"
"2016-03-28","î÷","0.0","¹«½ï"
"2016-03-25","µç½âÄø","225.0","¶Ö"
"2016-03-25","Îý","0.0","¶Ö"
"2016-03-25","îÜ","0.0","¶Ö"
"2016-03-25","î÷","0.0","¹«½ï"
"2016-03-24","µç½âÄø","230.0","¶Ö"
"2016-03-24","Îý","0.0","¶Ö"
"2016-03-24","îÜ","0.0","¶Ö"
"2016-03-24","î÷","0.0","¹«½ï"
"2016-03-23","µç½âÄø","0.0","¶Ö"
"2016-03-23","Îý","0.0","¶Ö"
"2016-03-23","îÜ","1.25","¶Ö"
"2016-03-23","î÷","0.0","¹«½ï"
"2016-03-22","µç½âÄø","3.0","¶Ö"
"2016-03-22","Îý","0.0","¶Ö"
"2016-03-22","îÜ","0.0","¶Ö"
"2016-03-22","î÷","0.0","¹«½ï"
"2016-03-21","²»Ðâ¸Ö","7.0","¶Ö"
"2016-03-18","µç½âÄø","15.0","¶Ö"
"2016-03-18","Îý","0.0","¶Ö"
"2016-03-18","îÜ","0.0","¶Ö"
"2016-03-18","î÷","0.0","¹«½ï"
"2016-03-16","²»Ðâ¸Ö","659.0","¶Ö"
"2016-03-14","²»Ðâ¸Ö","209.0","¶Ö"
"2016-03-11","µç½âÄø","60.0","¶Ö"
"2016-03-11","Îý","3.0","¶Ö"
"2016-03-11","îÜ","15.75","¶Ö"
"2016-03-11","î÷","3.0","¹«½ï"
"2016-03-11","²»Ðâ¸Ö","10.0","¶Ö"
"2016-03-10","µç½âÄø","246.0","¶Ö"
"2016-03-10","Îý","0.0","¶Ö"
"2016-03-10","îÜ","0.0","¶Ö"
"2016-03-10","î÷","0.0","¹«½ï"
"2016-03-10","²»Ðâ¸Ö","27.0","¶Ö"
"2016-03-09","µç½âÄø","198.0","¶Ö"
"2016-03-09","Îý","0.0","¶Ö"
"2016-03-09","îÜ","1.0","¶Ö"
"2016-03-09","î÷","0.0","¹«½ï"
"2016-03-09","²»Ðâ¸Ö","19.0","¶Ö"
"2016-03-08","µç½âÄø","0.0","¶Ö"
"2016-03-08","Îý","0.0","¶Ö"
"2016-03-08","îÜ","2.0","¶Ö"
"2016-03-08","î÷","0.0","¹«½ï"
"2016-03-08","²»Ðâ¸Ö","44.0","¶Ö"
"2016-03-03","µç½âÄø","0.0","¶Ö"
"2016-03-03","Îý","0.0","¶Ö"
"2016-03-03","îÜ","2.0","¶Ö"
"2016-03-03","î÷","0.9","¹«½ï"
"2016-03-02","µç½âÄø","0.0","¶Ö"
"2016-03-02","Îý","0.0","¶Ö"
"2016-03-02","îÜ","0.0","¶Ö"
"2016-03-02","î÷","1.5","¹«½ï"
"2016-03-02","²»Ðâ¸Ö","265.0","¶Ö"
"2016-03-01","²»Ðâ¸Ö","232.0","¶Ö"
"2016-02-29","µç½âÄø","0.0","¶Ö"
"2016-02-29","Îý","0.0","¶Ö"
"2016-02-29","îÜ","0.5","¶Ö"
"2016-02-29","î÷","0.0","¹«½ï"
"2016-02-25","µç½âÄø","0.0","¶Ö"
"2016-02-25","Îý","0.0","¶Ö"
"2016-02-25","îÜ","0.0","¶Ö"
"2016-02-25","î÷","0.0","¹«½ï"
"2016-02-24","µç½âÄø","636.0","¶Ö"
"2016-02-24","Îý","0.0","¶Ö"
"2016-02-24","îÜ","0.5","¶Ö"
"2016-02-24","î÷","0.0","¹«½ï"
"2016-02-23","µç½âÄø","236.0","¶Ö"
"2016-02-23","Îý","0.0","¶Ö"
"2016-02-23","îÜ","0.0","¶Ö"
"2016-02-23","î÷","0.0","¹«½ï"
"2016-02-22","µç½âÄø","295.0","¶Ö"
"2016-02-22","Îý","0.0","¶Ö"
"2016-02-22","îÜ","0.0","¶Ö"
"2016-02-22","î÷","0.0","¹«½ï"
"2016-02-19","µç½âÄø","51.0","¶Ö"
"2016-02-19","Îý","0.0","¶Ö"
"2016-02-19","îÜ","0.0","¶Ö"
"2016-02-19","î÷","0.0","¹«½ï"
"2016-02-18","²»Ðâ¸Ö","677.0","¶Ö"
"2016-02-17","µç½âÄø","99.0","¶Ö"
"2016-02-17","Îý","0.0","¶Ö"
"2016-02-17","îÜ","0.0","¶Ö"
"2016-02-17","î÷","0.0","¹«½ï"
"2016-02-16","µç½âÄø","121.0","¶Ö"
"2016-02-16","Îý","0.0","¶Ö"
"2016-02-16","îÜ","0.0","¶Ö"
"2016-02-16","î÷","0.0","¹«½ï"
"2016-02-15","µç½âÄø","110.0","¶Ö"
"2016-02-15","Îý","0.0","¶Ö"
"2016-02-15","îÜ","0.0","¶Ö"
"2016-02-15","î÷","0.0","¹«½ï"
"2016-02-02","µç½âÄø","60.0","¶Ö"
"2016-02-02","Îý","0.0","¶Ö"
"2016-02-02","îÜ","0.0","¶Ö"
"2016-02-02","î÷","0.0","¹«½ï"
"2016-02-02","²»Ðâ¸Ö","426.0","¶Ö"
"2016-01-28","²»Ðâ¸Ö","6.0","¶Ö"
"2016-01-26","µç½âÄø","1547.0","¶Ö"
"2016-01-26","Îý","0.0","¶Ö"
"2016-01-26","îÜ","0.0","¶Ö"
"2016-01-26","î÷","0.0","¹«½ï"
"2016-01-25","µç½âÄø","15.0","¶Ö"
"2016-01-25","Îý","0.0","¶Ö"
"2016-01-25","îÜ","0.0","¶Ö"
"2016-01-25","î÷","0.0","¹«½ï"
"2016-01-25","²»Ðâ¸Ö","33.0","¶Ö"
"2016-01-22","µç½âÄø","39.0","¶Ö"
"2016-01-22","Îý","0.0","¶Ö"
"2016-01-22","îÜ","0.0","¶Ö"
"2016-01-22","î÷","0.0","¹«½ï"
"2016-01-22","²»Ðâ¸Ö","38.0","¶Ö"
"2016-01-21","²»Ðâ¸Ö","20.0","¶Ö"
"2016-01-20","µç½âÄø","216.0","¶Ö"
"2016-01-20","Îý","0.0","¶Ö"
"2016-01-20","îÜ","0.0","¶Ö"
"2016-01-20","î÷","0.0","¹«½ï"
"2016-01-20","²»Ðâ¸Ö","50.0","¶Ö"
"2016-01-19","µç½âÄø","149.0","¶Ö"
"2016-01-19","Îý","0.0","¶Ö"
"2016-01-19","îÜ","0.0","¶Ö"
"2016-01-19","î÷","0.0","¹«½ï"
"2016-01-19","²»Ðâ¸Ö","8.0","¶Ö"
"2016-01-18","µç½âÄø","36.0","¶Ö"
"2016-01-18","Îý","0.0","¶Ö"
"2016-01-18","îÜ","0.0","¶Ö"
"2016-01-18","î÷","0.0","¹«½ï"
"2016-01-18","²»Ðâ¸Ö","257.0","¶Ö"
"2016-01-15","µç½âÄø","0.0","¶Ö"
"2016-01-15","Îý","0.0","¶Ö"
"2016-01-15","îÜ","1.0","¶Ö"
"2016-01-15","î÷","0.0","¹«½ï"
"2016-01-14","µç½âÄø","96.0","¶Ö"
"2016-01-14","Îý","0.0","¶Ö"
"2016-01-14","îÜ","0.0","¶Ö"
"2016-01-14","î÷","0.0","¹«½ï"
"2016-01-14","²»Ðâ¸Ö","24.0","¶Ö"
"2016-01-13","µç½âÄø","30.0","¶Ö"
"2016-01-13","Îý","0.0","¶Ö"
"2016-01-13","îÜ","0.0","¶Ö"
"2016-01-13","î÷","0.0","¹«½ï"
"2016-01-12","µç½âÄø","78.0","¶Ö"
"2016-01-12","Îý","0.0","¶Ö"
"2016-01-12","îÜ","0.0","¶Ö"
"2016-01-12","î÷","2.5","¹«½ï"
"2016-01-12","²»Ðâ¸Ö","50.0","¶Ö"
"2016-01-11","µç½âÄø","6.0","¶Ö"
"2016-01-11","Îý","0.0","¶Ö"
"2016-01-11","îÜ","0.0","¶Ö"
"2016-01-11","î÷","0.0","¹«½ï"
"2016-01-11","²»Ðâ¸Ö","35.0","¶Ö"
"2016-01-08","µç½âÄø","0.0","¶Ö"
"2016-01-08","Îý","0.0","¶Ö"
"2016-01-08","îÜ","0.5","¶Ö"
"2016-01-08","î÷","0.0","¹«½ï"
"2016-01-08","²»Ðâ¸Ö","8.0","¶Ö"
"2016-01-07","µç½âÄø","0.0","¶Ö"
"2016-01-07","Îý","0.0","¶Ö"
"2016-01-07","îÜ","1.25","¶Ö"
"2016-01-07","î÷","0.0","¹«½ï"
"2016-01-07","²»Ðâ¸Ö","26.0","¶Ö"
"2016-01-06","²»Ðâ¸Ö","75.0","¶Ö"
"2016-01-04","µç½âÄø","0.0","¶Ö"
"2016-01-04","Îý","0.0","¶Ö"
"2016-01-04","îÜ","1.5","¶Ö"
"2016-01-04","î÷","0.0","¹«½ï"
"2016-01-04","²»Ðâ¸Ö","22.0","¶Ö"
"2015-12-29","²»Ðâ¸Ö","32.0","¶Ö"
"2015-12-28","µç½âÄø","2444.0","¶Ö"
"2015-12-28","Îý","0.0","¶Ö"
"2015-12-28","îÜ","0.0","¶Ö"
"2015-12-28","î÷","0.0","¹«½ï"
"2015-12-28","²»Ðâ¸Ö","5.0","¶Ö"
"2015-12-25","µç½âÄø","21.0","¶Ö"
"2015-12-25","Îý","0.0","¶Ö"
"2015-12-25","îÜ","0.0","¶Ö"
"2015-12-25","î÷","0.5","¹«½ï"
"2015-12-25","²»Ðâ¸Ö","81.0","¶Ö"
"2015-12-24","µç½âÄø","176.0","¶Ö"
"2015-12-24","Îý","0.0","¶Ö"
"2015-12-24","îÜ","0.0","¶Ö"
"2015-12-24","î÷","0.0","¹«½ï"
"2015-12-24","²»Ðâ¸Ö","68.0","¶Ö"
"2015-12-23","µç½âÄø","101.0","¶Ö"
"2015-12-23","Îý","0.0","¶Ö"
"2015-12-23","îÜ","0.0","¶Ö"
"2015-12-23","î÷","0.0","¹«½ï"
"2015-12-23","²»Ðâ¸Ö","68.0","¶Ö"
"2015-12-22","µç½âÄø","0.0","¶Ö"
"2015-12-22","Îý","0.0","¶Ö"
"2015-12-22","îÜ","1.0","¶Ö"
"2015-12-22","î÷","0.0","¹«½ï"
"2015-12-22","²»Ðâ¸Ö","123.0","¶Ö"
"2015-12-21","µç½âÄø","99.0","¶Ö"
"2015-12-21","Îý","0.0","¶Ö"
"2015-12-21","îÜ","1.0","¶Ö"
"2015-12-21","î÷","0.1","¹«½ï"
"2015-12-21","²»Ðâ¸Ö","55.0","¶Ö"
"2015-12-16","µç½âÄø","303.0","¶Ö"
"2015-12-16","Îý","0.0","¶Ö"
"2015-12-16","îÜ","0.5","¶Ö"
"2015-12-16","î÷","0.0","¹«½ï"
"2015-12-16","²»Ðâ¸Ö","520.0","¶Ö"
"2015-12-15","µç½âÄø","0.0","¶Ö"
"2015-12-15","Îý","0.0","¶Ö"
"2015-12-15","îÜ","0.0","¶Ö"
"2015-12-15","î÷","0.0","¹«½ï"
"2015-12-15","²»Ðâ¸Ö","19.0","¶Ö"
"2015-12-14","µç½âÄø","9.0","¶Ö"
"2015-12-14","Îý","0.0","¶Ö"
"2015-12-14","îÜ","0.0","¶Ö"
"2015-12-14","î÷","0.5","¹«½ï"
"2015-12-14","²»Ðâ¸Ö","66.0","¶Ö"
"2015-12-11","µç½âÄø","0.0","¶Ö"
"2015-12-11","Îý","4.0","¶Ö"
"2015-12-11","îÜ","15.0","¶Ö"
"2015-12-11","î÷","0.0","¹«½ï"
"2015-12-11","²»Ðâ¸Ö","134.0","¶Ö"
"2015-12-10","µç½âÄø","0.0","¶Ö"
"2015-12-10","Îý","0.0","¶Ö"
"2015-12-10","îÜ","0.0","¶Ö"
"2015-12-10","î÷","0.0","¹«½ï"
"2015-12-10","²»Ðâ¸Ö","92.0","¶Ö"
"2015-12-09","µç½âÄø","3.0","¶Ö"
"2015-12-09","Îý","0.0","¶Ö"
"2015-12-09","îÜ","0.0","¶Ö"
"2015-12-09","î÷","0.0","¹«½ï"
"2015-12-09","²»Ðâ¸Ö","40.0","¶Ö"
"2015-12-08","µç½âÄø","45.0","¶Ö"
"2015-12-08","Îý","0.0","¶Ö"
"2015-12-08","îÜ","0.0","¶Ö"
"2015-12-08","î÷","0.0","¹«½ï"
"2015-12-08","²»Ðâ¸Ö","23.0","¶Ö"
"2015-12-07","²»Ðâ¸Ö","34.0","¶Ö"
"2015-12-04","²»Ðâ¸Ö","8.0","¶Ö"
"2015-12-03","µç½âÄø","30.0","¶Ö"
"2015-12-03","Îý","0.0","¶Ö"
"2015-12-03","îÜ","0.0","¶Ö"
"2015-12-03","î÷","0.0","¹«½ï"
"2015-12-03","²»Ðâ¸Ö","28.0","¶Ö"
"2015-12-02","µç½âÄø","30.0","¶Ö"
"2015-12-02","Îý","0.0","¶Ö"
"2015-12-02","îÜ","0.0","¶Ö"
"2015-12-02","î÷","0.0","¹«½ï"
"2015-12-02","²»Ðâ¸Ö","18.0","¶Ö"
"2015-12-01","²»Ðâ¸Ö","84.0","¶Ö"
"2015-11-27","²»Ðâ¸Ö","96.0","¶Ö"
"2015-11-26","µç½âÄø","1236.0","¶Ö"
"2015-11-26","Îý","0.0","¶Ö"
"2015-11-26","îÜ","0.0","¶Ö"
"2015-11-26","î÷","0.0","¹«½ï"
"2015-11-26","²»Ðâ¸Ö","16.0","¶Ö"
"2015-11-25","µç½âÄø","0.0","¶Ö"
"2015-11-25","Îý","0.0","¶Ö"
"2015-11-25","îÜ","0.0","¶Ö"
"2015-11-25","î÷","0.0","¹«½ï"
"2015-11-25","²»Ðâ¸Ö","18.0","¶Ö"
"2015-11-24","µç½âÄø","338.0","¶Ö"
"2015-11-24","Îý","0.0","¶Ö"
"2015-11-24","îÜ","0.0","¶Ö"
"2015-11-24","î÷","0.0","¹«½ï"
"2015-11-24","²»Ðâ¸Ö","64.0","¶Ö"
"2015-11-23","µç½âÄø","422.0","¶Ö"
"2015-11-23","Îý","0.0","¶Ö"
"2015-11-23","îÜ","1.0","¶Ö"
"2015-11-23","î÷","0.0","¹«½ï"
"2015-11-23","²»Ðâ¸Ö","26.0","¶Ö"
"2015-11-20","µç½âÄø","0.0","¶Ö"
"2015-11-20","Îý","0.0","¶Ö"
"2015-11-20","îÜ","1.0","¶Ö"
"2015-11-20","î÷","0.0","¹«½ï"
"2015-11-20","²»Ðâ¸Ö","26.0","¶Ö"
"2015-11-19","²»Ðâ¸Ö","369.0","¶Ö"
"2015-11-18","µç½âÄø","402.0","¶Ö"
"2015-11-18","Îý","0.0","¶Ö"
"2015-11-18","îÜ","0.0","¶Ö"
"2015-11-18","î÷","0.0","¹«½ï"
"2015-11-17","µç½âÄø","201.0","¶Ö"
"2015-11-17","Îý","0.0","¶Ö"
"2015-11-17","îÜ","0.0","¶Ö"
"2015-11-17","î÷","0.0","¹«½ï"
"2015-11-17","²»Ðâ¸Ö","469.0","¶Ö"
"2015-11-16","µç½âÄø","99.0","¶Ö"
"2015-11-16","Îý","0.0","¶Ö"
"2015-11-16","îÜ","0.0","¶Ö"
"2015-11-16","î÷","0.0","¹«½ï"
"2015-11-13","²»Ðâ¸Ö","275.0","¶Ö"
"2015-11-12","µç½âÄø","33.0","¶Ö"
"2015-11-12","Îý","0.0","¶Ö"
"2015-11-12","îÜ","2.0","¶Ö"
"2015-11-12","î÷","0.0","¹«½ï"
"2015-11-12","²»Ðâ¸Ö","253.0","¶Ö"
"2015-11-11","µç½âÄø","126.0","¶Ö"
"2015-11-11","Îý","0.0","¶Ö"
"2015-11-11","îÜ","0.0","¶Ö"
"2015-11-11","î÷","9.4","¹«½ï"
"2015-11-11","²»Ðâ¸Ö","177.0","¶Ö"
"2015-11-10","µç½âÄø","6.0","¶Ö"
"2015-11-10","Îý","0.0","¶Ö"
"2015-11-10","îÜ","1.0","¶Ö"
"2015-11-10","î÷","0.0","¹«½ï"
"2015-11-10","²»Ðâ¸Ö","71.0","¶Ö"
"2015-11-09","²»Ðâ¸Ö","257.0","¶Ö"
"2015-11-06","µç½âÄø","219.0","¶Ö"
"2015-11-06","Îý","0.0","¶Ö"
"2015-11-06","îÜ","1.0","¶Ö"
"2015-11-06","î÷","0.0","¹«½ï"
"2015-11-06","²»Ðâ¸Ö","34.0","¶Ö"
"2015-11-05","µç½âÄø","12.0","¶Ö"
"2015-11-05","Îý","0.0","¶Ö"
"2015-11-05","îÜ","0.0","¶Ö"
"2015-11-05","î÷","0.0","¹«½ï"
"2015-11-05","²»Ðâ¸Ö","26.0","¶Ö"
"2015-11-04","µç½âÄø","6.0","¶Ö"
"2015-11-04","Îý","0.0","¶Ö"
"2015-11-04","îÜ","0.0","¶Ö"
"2015-11-04","î÷","0.0","¹«½ï"
"2015-11-04","²»Ðâ¸Ö","166.0","¶Ö"
"2015-11-02","µç½âÄø","0.0","¶Ö"
"2015-11-02","Îý","0.0","¶Ö"
"2015-11-02","îÜ","0.0","¶Ö"
"2015-11-02","î÷","0.1","¹«½ï"
"2015-11-02","²»Ðâ¸Ö","40.0","¶Ö"
"2015-10-30","²»Ðâ¸Ö","19.0","¶Ö"
"2015-10-29","µç½âÄø","30.0","¶Ö"
"2015-10-29","Îý","0.0","¶Ö"
"2015-10-29","îÜ","0.0","¶Ö"
"2015-10-29","î÷","0.0","¹«½ï"
"2015-10-29","²»Ðâ¸Ö","119.0","¶Ö"
"2015-10-28","²»Ðâ¸Ö","29.0","¶Ö"
"2015-10-27","µç½âÄø","1652.0","¶Ö"
"2015-10-27","Îý","0.0","¶Ö"
"2015-10-27","îÜ","0.0","¶Ö"
"2015-10-27","î÷","0.0","¹«½ï"
"2015-10-27","²»Ðâ¸Ö","268.0","¶Ö"
"2015-10-26","µç½âÄø","0.0","¶Ö"
"2015-10-26","Îý","0.0","¶Ö"
"2015-10-26","îÜ","1.0","¶Ö"
"2015-10-26","î÷","0.0","¹«½ï"
"2015-10-26","²»Ðâ¸Ö","116.0","¶Ö"
"2015-10-23","µç½âÄø","42.0","¶Ö"
"2015-10-23","Îý","0.0","¶Ö"
"2015-10-23","îÜ","0.0","¶Ö"
"2015-10-23","î÷","0.0","¹«½ï"
"2015-10-23","²»Ðâ¸Ö","36.0","¶Ö"
"2015-10-22","µç½âÄø","60.0","¶Ö"
"2015-10-22","Îý","0.0","¶Ö"
"2015-10-22","îÜ","1.0","¶Ö"
"2015-10-22","î÷","0.0","¹«½ï"
"2015-10-22","²»Ðâ¸Ö","29.0","¶Ö"
"2015-10-21","µç½âÄø","233.0","¶Ö"
"2015-10-21","Îý","0.0","¶Ö"
"2015-10-21","îÜ","0.0","¶Ö"
"2015-10-21","î÷","0.0","¹«½ï"
"2015-10-20","²»Ðâ¸Ö","30.0","¶Ö"
"2015-10-19","²»Ðâ¸Ö","39.0","¶Ö"
"2015-10-16","µç½âÄø","0.0","¶Ö"
"2015-10-16","Îý","0.0","¶Ö"
"2015-10-16","îÜ","0.0","¶Ö"
"2015-10-16","î÷","1.0","¹«½ï"
"2015-10-16","²»Ðâ¸Ö","370.0","¶Ö"
"2015-10-15","µç½âÄø","102.0","¶Ö"
"2015-10-15","Îý","0.0","¶Ö"
"2015-10-15","îÜ","0.0","¶Ö"
"2015-10-15","î÷","0.0","¹«½ï"
"2015-10-15","²»Ðâ¸Ö","628.0","¶Ö"
"2015-10-14","µç½âÄø","9.0","¶Ö"
"2015-10-14","Îý","0.0","¶Ö"
"2015-10-14","îÜ","0.5","¶Ö"
"2015-10-14","î÷","0.0","¹«½ï"
"2015-10-14","²»Ðâ¸Ö","161.0","¶Ö"
"2015-10-13","²»Ðâ¸Ö","263.0","¶Ö"
"2015-10-12","µç½âÄø","15.0","¶Ö"
"2015-10-12","Îý","0.0","¶Ö"
"2015-10-12","îÜ","0.0","¶Ö"
"2015-10-12","î÷","0.0","¹«½ï"
"2015-10-12","²»Ðâ¸Ö","164.0","¶Ö"
"2015-10-09","µç½âÄø","42.0","¶Ö"
"2015-10-09","Îý","0.0","¶Ö"
"2015-10-09","îÜ","0.0","¶Ö"
"2015-10-09","î÷","0.0","¹«½ï"
"2015-10-09","²»Ðâ¸Ö","218.0","¶Ö"
"2015-10-08","µç½âÄø","12.0","¶Ö"
"2015-10-08","Îý","0.0","¶Ö"
"2015-10-08","îÜ","0.0","¶Ö"
"2015-10-08","î÷","0.0","¹«½ï"
"2015-10-08","²»Ðâ¸Ö","423.0","¶Ö"
"2015-09-28","µç½âÄø","2401.0","¶Ö"
